freq,unit,age,isced11,geo\TIME_PERIOD	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NR,TOTAL,UNK,BE	13493 	14431 	14488 	15694 	17467 	17687 	: 	13711 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,TOTAL,UNK,BY	119 	: 	67 	: 	89 	: 	: 	: 	91 	78 	76 	: 	: 	: 	: 	: 	: 
A,NR,TOTAL,UNK,CZ	170 	1177 	2040 	4495 	4261 	4429 	6515 	9009 	13016 	16794 	16225 	15317 	14536 	14586 	15750 	13754 	12513 
A,NR,TOTAL,UNK,DK	2909 	3112 	3674 	3592 	3870 	4341 	4686 	5255 	5940 	4453 	4336 	5133 	5859 	6581 	7590 	: 	: 
A,NR,TOTAL,UNK,EE	1 	6 	2 	10 	17 	380 	: 	: 	38 	: 	55 	73 	27 	: 	: 	12 	104 
A,NR,TOTAL,UNK,EL	0 	0 	0 	0 	0 	0 	9346 	9172 	9672 	8386 	6716 	7094 	7837 	7010 	4694 	3814 	4837 
A,NR,TOTAL,UNK,ES	36642 	24301 	21916 	22829 	25262 	34995 	35850 	37531 	50748 	137018 	143703 	147450 	: 	: 	: 	: 	: 
A,NR,TOTAL,UNK,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	40 	66 	3660 	3645 
A,NR,TOTAL,UNK,HR	1260 	1619 	1565 	1435 	1442 	1643 	1249 	935 	565 	592 	307 	2117 	2286 	2613 	2026 	1868 	1680 
A,NR,TOTAL,UNK,HU	626 	926 	916 	705 	1010 	850 	2595 	3429 	1995 	4260 	6040 	6985 	7494 	6504 	6698 	7886 	9391 
A,NR,TOTAL,UNK,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1121 	634 	698 	615 	447 	612 	416 
A,NR,TOTAL,UNK,ME	6 	1 	246 	4584 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,TOTAL,UNK,MK	205 	265 	333 	339 	410 	294 	203 	219 	251 	263 	206 	202 	176 	153 	385 	: 	: 
A,NR,TOTAL,UNK,NO	5348 	5970 	6933 	7795 	2688 	2927 	3907 	4387 	4847 	5198 	5747 	5992 	4177 	3461 	: 	3611 	: 
A,NR,TOTAL,UNK,PL	: 	1194 	1826 	481 	368 	442 	489 	531 	523 	150 	146 	3299 	7242 	21869 	22594 	26084 	24366 
A,NR,TOTAL,UNK,PT	668 	1522 	931 	1546 	1667 	1729 	1691 	2487 	3312 	4162 	5211 	5958 	5881 	6870 	5149 	6152 	4119 
A,NR,TOTAL,UNK,RO	14679 	17341 	14029 	12822 	0 	14190 	24061 	8466 	11123 	10735 	13924 	12770 	16696 	18761 	14318 	6066 	4796 
A,NR,TOTAL,UNK,RS	: 	334 	455 	574 	424 	455 	329 	463 	426 	499 	323 	289 	377 	364 	476 	362 	377 
A,NR,TOTAL,UNK,RU	: 	: 	: 	: 	: 	: 	425750 	236131 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,TOTAL,UNK,SE	2649 	2505 	3055 	3373 	2974 	3007 	3094 	2696 	2742 	3060 	3228 	3410 	3504 	3401 	: 	3088 	3021 
A,NR,TOTAL,UNK,SI	3080 	3400 	676 	0 	0 	: 	3 	: 	: 	2 	0 	0 	0 	0 	: 	0 	0 
A,NR,TOTAL,UNK,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	45 	349 	661 
A,NR,TOTAL,UNK,SM	: 	: 	: 	: 	: 	31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,TOTAL,UNK,TR	: 	: 	: 	: 	91867 	94707 	92389 	95620 	32730 	37050 	30926 	33980 	35016 	26367 	: 	27468 	: 
A,NR,TOTAL,UNK,XK	1632 	1529 	: 	: 	518 	: 	: 	: 	853 	694 	712 	697 	562 	: 	: 	: 	: 
A,NR,UNK,ED0-2,AM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
A,NR,UNK,ED0-2,AT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,ED0-2,AZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,NR,UNK,ED0-2,BA	: 	: 	: 	25 	: 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,ED0-2,BE	0 	0 	0 	0 	0 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,ED0-2,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED0-2,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,NR,UNK,ED0-2,EE	0 	0 	0 	0 	0 	0 	: 	: 	0 	: 	0 	0 	0 	: 	: 	0 	0 
A,NR,UNK,ED0-2,EL	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED0-2,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,NR,UNK,ED0-2,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED0-2,HR	0 	1 	0 	1 	0 	0 	2 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED0-2,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED0-2,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED0-2,ME	43 	54 	26 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,ED0-2,MK	2 	6 	2 	2 	5 	8 	2 	9 	19 	8 	7 	0 	0 	1 	0 	: 	: 
A,NR,UNK,ED0-2,NO	1 	5 	7 	1 	0 	1 	0 	: 	0 	0 	0 	0 	0 	0 	: 	0 	: 
A,NR,UNK,ED0-2,PL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED0-2,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED0-2,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED0-2,RS	: 	133 	106 	58 	45 	51 	45 	46 	57 	54 	46 	31 	40 	25 	22 	23 	17 
A,NR,UNK,ED0-2,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 
A,NR,UNK,ED0-2,SI	0 	0 	0 	0 	0 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 
A,NR,UNK,ED0-2,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED0-2,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,ED0-2,TR	: 	: 	: 	: 	100 	93 	56 	58 	62 	132 	60 	41 	26 	30 	: 	24 	: 
A,NR,UNK,ED0-2,XK	: 	12 	: 	: 	1 	: 	: 	: 	7 	0 	1 	1 	10 	: 	: 	: 	: 
A,NR,UNK,ED3_4,AM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
A,NR,UNK,ED3_4,AT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,ED3_4,AZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,NR,UNK,ED3_4,BA	: 	: 	: 	24 	: 	28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,ED3_4,BE	0 	0 	0 	0 	0 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,ED3_4,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED3_4,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,NR,UNK,ED3_4,EE	0 	0 	0 	0 	0 	0 	: 	: 	0 	: 	0 	0 	0 	: 	: 	0 	0 
A,NR,UNK,ED3_4,EL	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED3_4,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,NR,UNK,ED3_4,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED3_4,HR	5 	2 	2 	2 	1 	1 	1 	2 	2 	1 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED3_4,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED3_4,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED3_4,ME	32 	48 	52 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,ED3_4,MK	0 	0 	0 	0 	0 	0 	2 	1 	4 	1 	1 	0 	0 	0 	0 	: 	: 
A,NR,UNK,ED3_4,NO	7 	8 	6 	0 	1 	3 	0 	: 	0 	0 	0 	0 	0 	0 	: 	0 	: 
A,NR,UNK,ED3_4,PL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED3_4,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED3_4,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED3_4,RS	: 	220 	310 	111 	160 	111 	86 	116 	190 	113 	30 	46 	53 	36 	17 	25 	18 
A,NR,UNK,ED3_4,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 
A,NR,UNK,ED3_4,SI	0 	0 	0 	0 	0 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 
A,NR,UNK,ED3_4,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED3_4,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,ED3_4,TR	: 	: 	: 	: 	0 	0 	1 	2 	1 	11 	13 	1 	7 	9 	: 	7 	: 
A,NR,UNK,ED3_4,XK	: 	9 	: 	: 	0 	: 	: 	: 	0 	0 	0 	0 	1 	: 	: 	: 	: 
A,NR,UNK,ED5-8,AM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
A,NR,UNK,ED5-8,AT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,ED5-8,AZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,NR,UNK,ED5-8,BA	: 	: 	: 	5 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,ED5-8,BE	0 	0 	0 	0 	0 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,ED5-8,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED5-8,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,NR,UNK,ED5-8,EE	0 	0 	0 	0 	0 	0 	: 	: 	0 	: 	0 	0 	0 	: 	: 	0 	0 
A,NR,UNK,ED5-8,EL	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED5-8,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,NR,UNK,ED5-8,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED5-8,HR	2 	2 	1 	1 	0 	0 	0 	2 	2 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED5-8,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED5-8,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED5-8,ME	7 	6 	15 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,ED5-8,MK	0 	0 	0 	0 	1 	0 	0 	2 	12 	0 	2 	0 	0 	0 	0 	: 	: 
A,NR,UNK,ED5-8,NO	11 	20 	10 	2 	2 	3 	0 	: 	0 	0 	0 	0 	0 	0 	: 	0 	: 
A,NR,UNK,ED5-8,PL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED5-8,PT	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED5-8,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED5-8,RS	: 	79 	173 	31 	81 	59 	45 	54 	61 	58 	22 	26 	54 	10 	8 	10 	26 
A,NR,UNK,ED5-8,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 
A,NR,UNK,ED5-8,SI	0 	0 	0 	0 	0 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 
A,NR,UNK,ED5-8,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,ED5-8,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,ED5-8,TR	: 	: 	: 	: 	2 	0 	4 	1 	0 	13 	1 	6 	4 	8 	: 	9 	: 
A,NR,UNK,ED5-8,XK	: 	0 	: 	: 	1 	: 	: 	: 	2 	0 	0 	0 	1 	: 	: 	: 	: 
A,NR,UNK,NAP,AM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
A,NR,UNK,NAP,AT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,NAP,AZ	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,NAP,BA	: 	: 	: 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,NAP,BE	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,NAP,CZ	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NR,UNK,NAP,DK	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,NAP,EE	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,UNK,NAP,EL	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,UNK,NAP,ES	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,NAP,FI	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,UNK,NAP,HR	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,UNK,NAP,HU	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NR,UNK,NAP,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NR,UNK,NAP,ME	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,NAP,MK	2 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,NAP,NO	0 	0 	0 	2 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
A,NR,UNK,NAP,PL	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,UNK,NAP,PT	0 	1 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,UNK,NAP,RO	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,UNK,NAP,RS	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,NAP,SE	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,UNK,NAP,SI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,UNK,NAP,SK	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,UNK,NAP,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,NAP,TR	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
A,NR,UNK,NAP,XK	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,TOTAL,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	37 	20 	20 
A,NR,UNK,TOTAL,AM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	0 	: 	0 	: 
A,NR,UNK,TOTAL,AT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,UNK,TOTAL,AZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,NR,UNK,TOTAL,BA	: 	: 	: 	145 	: 	96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,TOTAL,BE	0 	2 	2 	218 	148 	81 	: 	53 	: 	: 	: 	: 	: 	120 	99 	104 	105 
A,NR,UNK,TOTAL,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	3 	3 	1 
A,NR,UNK,TOTAL,BY	: 	: 	: 	: 	: 	: 	: 	: 	18 	25 	24 	: 	: 	: 	: 	: 	: 
A,NR,UNK,TOTAL,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,UNK,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	4 	2 	0 
A,NR,UNK,TOTAL,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,TOTAL,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	121 	105 	91 	104 
A,NR,UNK,TOTAL,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,TOTAL,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	266 	227 	207 	217 
A,NR,UNK,TOTAL,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	266 	228 	207 	217 
A,NR,UNK,TOTAL,EE	0 	0 	0 	0 	0 	0 	: 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,TOTAL,EFTA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,UNK,TOTAL,EL	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,TOTAL,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 
A,NR,UNK,TOTAL,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	268 	231 	212 	219 
A,NR,UNK,TOTAL,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,TOTAL,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,UNK,TOTAL,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,UNK,TOTAL,HR	39 	40 	38 	14 	8 	9 	8 	5 	9 	2 	1 	0 	1 	0 	1 	0 	0 
A,NR,UNK,TOTAL,HU	0 	0 	0 	0 	0 	0 	31 	97 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,TOTAL,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,UNK,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,UNK,TOTAL,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 
A,NR,UNK,TOTAL,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,UNK,TOTAL,LT	: 	: 	: 	: 	: 	0 	2 	1 	0 	0 	1 	0 	1 	0 	0 	0 	0 
A,NR,UNK,TOTAL,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	14 	6 	5 
A,NR,UNK,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	2 	4 	6 	3 	4 	3 
A,NR,UNK,TOTAL,MD	: 	: 	: 	: 	: 	: 	: 	4 	0 	0 	0 	0 	0 	2 	2 	0 p	0 
A,NR,UNK,TOTAL,ME	82 	108 	96 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83 	71 	69 	78 
A,NR,UNK,TOTAL,MK	6 	6 	3 	10 	7 	12 	6 	16 	38 	12 	12 	0 	0 	1 	0 	0 	0 
A,NR,UNK,TOTAL,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,UNK,TOTAL,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,UNK,TOTAL,NO	19 	34 	27 	5 	3 	7 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,TOTAL,PL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,TOTAL,PT	2 	940 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	2 	0 	0 
A,NR,UNK,TOTAL,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,TOTAL,RS	: 	455 	620 	280 	326 	255 	189 	243 	346 	252 	117 	124 	176 	90 	73 	72 	80 
A,NR,UNK,TOTAL,SE	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	1 	1 	0 	1 	0 	2 	1 
A,NR,UNK,TOTAL,SI	0 	0 	0 	0 	0 	: 	0 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,TOTAL,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,TOTAL,SM	: 	: 	: 	: 	: 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,TOTAL,TR	: 	: 	: 	: 	8247 	9039 	9565 	9541 	10438 	9261 	9541 	10998 	12063 	9568 	: 	3568 	: 
A,NR,UNK,TOTAL,UA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	451 	471 	: 	: 
A,NR,UNK,TOTAL,XK	: 	28 	: 	: 	3 	: 	: 	: 	13 	0 	1 	2 	13 	0 	0 	: 	: 
A,NR,UNK,UNK,AM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
A,NR,UNK,UNK,AT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,UNK,AZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,NR,UNK,UNK,BA	: 	: 	: 	91 	: 	36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,UNK,BE	0 	2 	2 	218 	148 	81 	: 	53 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,UNK,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,UNK,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,NR,UNK,UNK,EE	0 	0 	0 	0 	0 	0 	: 	: 	0 	: 	0 	0 	0 	: 	: 	0 	0 
A,NR,UNK,UNK,EL	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,UNK,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,NR,UNK,UNK,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,UNK,HR	32 	35 	35 	10 	7 	8 	5 	1 	4 	1 	1 	0 	1 	0 	1 	0 	0 
A,NR,UNK,UNK,HU	0 	0 	0 	0 	0 	0 	31 	97 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,UNK,UNK,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	2 	4 	6 	3 	4 	3 
A,NR,UNK,UNK,ME	0 	0 	3 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,UNK,UNK,MK	2 	0 	1 	8 	1 	4 	2 	4 	3 	3 	2 	0 	0 	0 	0 	: 	: 
A,NR,UNK,UNK,NO	0 	1 	4 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	: 	0 	: 
